node_id,element_type,guid,associated_element_guid,text,length,pos_x,pos_y,info_string,bb_xmin,bb_ymin,bb_zmin,bb_xmax,bb_ymax,bb_zmax,width,height,label_type,embedded_door_guid,marker_guid,embedded_in_wall_guid
117,DimNode 94,ED27AF05-58D5-174B-ADA0-0E86A171CD02,F8098720-1753-7542-A96B-575B27C96584,"8""",0.20,-6.03,20.94,Dim Node 94,-6.04,20.94,0.0,-6.03,20.95,0.0,,,,,,
118,DimNode 95,ED27AF05-58D5-174B-ADA0-0E86A171CD02,F8098720-1753-7542-A96B-575B27C96584,"0""",0.00,-6.03,20.94,Dim Node 95,-6.04,20.94,0.0,-6.03,20.95,0.0,,,,,,
119,Dimension,ED27AF05-58D5-174B-ADA0-0E86A171CD02,,,13.13,,,Dim 24,-6.11,7.75,-0.79,-5.96,21.0,-0.79,,,,,,
120,DimNode 96,7B9F9D94-0D7E-3547-A86D-060048E6FFD1,DFD6223F-76F6-FC45-BCE2-C2869A5A6DE3,"0""",0.00,-0.83,11.41,Dim Node 96,-0.83,11.4,0.0,-0.82,11.41,0.0,,,,,,
121,DimNode 97,7B9F9D94-0D7E-3547-A86D-060048E6FFD1,49B01D31-77C7-A444-88B7-EE7FFA04B48F,"10'-4""",3.15,2.32,11.41,Dim Node 97,2.32,11.4,0.0,2.33,11.41,0.0,,,,,,
122,Dimension,7B9F9D94-0D7E-3547-A86D-060048E6FFD1,,,3.15,,,Dim 25,-0.89,11.33,-0.79,2.39,11.48,-0.79,,,,,,
123,DimNode 98,DF9177CF-AFED-A24D-937D-BC0C4B3E4ED8,B8D61A71-DD61-464F-AC2D-2B4721BE4FE9,"0""",0.00,-25.56,-1.44,Dim Node 98,-25.57,-1.45,0.0,-25.56,-1.44,0.0,,,,,,
124,DimNode 99,DF9177CF-AFED-A24D-937D-BC0C4B3E4ED8,E8F04C39-3A14-DB44-8F53-61294A4E9189,"5'-0""",1.52,-24.04,-1.44,Dim Node 99,-24.05,-1.45,0.0,-24.04,-1.44,0.0,,,,,,
125,DimNode 100,DF9177CF-AFED-A24D-937D-BC0C4B3E4ED8,ABACCC07-79F8-354B-9CB3-3180E21ED603,"4'-0""",1.22,-22.82,-1.44,Dim Node 100,-22.83,-1.45,0.0,-22.82,-1.44,0.0,,,,,,
126,DimNode 101,DF9177CF-AFED-A24D-937D-BC0C4B3E4ED8,DFD80173-C0AD-0E4A-8DDA-76B6A1F80656,"6'-0""",1.83,-20.99,-1.44,Dim Node 101,-21.0,-1.45,0.0,-20.99,-1.44,0.0,,,,,,
127,DimNode 102,DF9177CF-AFED-A24D-937D-BC0C4B3E4ED8,8B194AF1-2C1B-7F4F-8A2F-54C5E0F53049,"2'-0""",0.61,-20.38,-1.44,Dim Node 102,-20.39,-1.45,0.0,-20.38,-1.44,0.0,,,,,,
128,Dimension,DF9177CF-AFED-A24D-937D-BC0C4B3E4ED8,,,5.18,,,Dim 26,-25.62,-1.51,0.0,-20.32,-1.37,0.0,,,,,,
129,DimNode 103,67A2E478-B462-5F46-BA62-9E13AEC4A35E,E1B30C70-5F0F-F545-9852-FA405D01BB3C,"0""",0.00,-26.76,-1.11,Dim Node 103,-26.76,-1.11,0.0,-26.75,-1.1,0.0,,,,,,
130,DimNode 104,67A2E478-B462-5F46-BA62-9E13AEC4A35E,8B194AF1-2C1B-7F4F-8A2F-54C5E0F53049,"20'-11""",6.38,-20.38,-1.11,Dim Node 104,-20.39,-1.11,0.0,-20.38,-1.1,0.0,,,,,,
131,Dimension,67A2E478-B462-5F46-BA62-9E13AEC4A35E,,,6.38,,,Dim 27,-26.82,-1.18,0.0,-20.32,-1.04,0.0,,,,,,
132,DimNode 105,411E1D9C-1CBE-461E-B581-C7AAF4DFBE9E,7490D6BA-A040-4A0C-86F6-E30BB4D0D165,"0""",0.00,-0.7,7.55,Dim Node 105,-0.71,7.55,0.0,-0.7,7.56,0.0,,,,,,
133,DimNode 106,411E1D9C-1CBE-461E-B581-C7AAF4DFBE9E,344F7E6C-2493-475D-8263-0CE46067006C,"4'-2 17/64""",1.28,0.57,7.55,Dim Node 106,0.57,7.55,0.0,0.58,7.56,0.0,,,,,,
134,Dimension,411E1D9C-1CBE-461E-B581-C7AAF4DFBE9E,,,1.28,,,Dim 28,-0.76,7.48,-0.79,0.64,7.63,-0.79,,,,,,
135,DimNode 107,EFF3AF12-FF82-4251-97EC-E38D68ADBDEA,5219D697-C99F-4C19-B03E-A14D02C990B9,"0""",0.00,1.28,4.61,Dim Node 107,1.27,4.6,0.0,1.28,4.61,0.0,,,,,,
136,DimNode 108,EFF3AF12-FF82-4251-97EC-E38D68ADBDEA,344F7E6C-2493-475D-8263-0CE46067006C,"8'-0""",2.44,1.28,7.05,Dim Node 108,1.27,7.04,0.0,1.28,7.05,0.0,,,,,,
137,Dimension,EFF3AF12-FF82-4251-97EC-E38D68ADBDEA,,,2.44,,,Dim 29,1.2,4.55,-0.79,1.36,7.11,-0.79,,,,,,
138,DimNode 109,1D09F514-749F-43ED-B39A-E802936ED306,2924D648-2E3A-4CAC-862D-E9B5B9BA0F25,"0""",0.00,2.79,-8.9,Dim Node 109,2.79,-8.91,0.0,2.8,-8.9,0.0,,,,,,
139,DimNode 110,1D09F514-749F-43ED-B39A-E802936ED306,491CE1C4-487B-4DB9-B45C-406BC22A9EA4,"15'-4""",4.67,7.21,-7.37,Dim Node 110,7.2,-7.38,0.0,7.21,-7.37,0.0,,,,,,
140,Dimension,1D09F514-749F-43ED-B39A-E802936ED306,,,4.67,,,Dim 30,2.71,-8.97,-0.79,7.28,-7.31,-0.79,,,,,,
141,DimNode 111,B8E7126B-05A2-41CD-BE8E-EF5DE18150BC,00000000-0000-0000-0000-000000000000,"0""",0.00,-1.69,3.11,Dim Node 111,-1.69,3.1,0.0,-1.68,3.11,0.0,,,,,,
142,DimNode 112,B8E7126B-05A2-41CD-BE8E-EF5DE18150BC,E6EAC833-134B-49ED-970E-91CE538DB02C,"3'-6 5/64""",1.07,-0.63,3.27,Dim Node 112,-0.64,3.27,0.0,-0.63,3.28,0.0,,,,,,
143,Dimension,B8E7126B-05A2-41CD-BE8E-EF5DE18150BC,,,1.07,,,Dim 31,-1.77,3.05,-0.79,-0.56,3.33,-0.79,,,,,,
144,DimNode 113,A4E77BE4-4111-4C8B-97A9-FD723A378AB0,C11BD68A-8E85-4AB7-9275-C4D7BF0E84E7,"0""",0.00,-1.24,-1.59,Dim Node 113,-1.24,-1.59,0.0,-1.23,-1.58,0.0,,,,,,
145,DimNode 114,A4E77BE4-4111-4C8B-97A9-FD723A378AB0,131EC094-42BC-4E72-A1F3-5E5F3B7B7ECF,"5'-4 7/16""",1.64,0.38,-1.33,Dim Node 114,0.37,-1.34,0.0,0.38,-1.33,0.0,,,,,,
146,Dimension,A4E77BE4-4111-4C8B-97A9-FD723A378AB0,,,1.64,,,Dim 32,-1.32,-1.65,-0.79,0.45,-1.27,-0.79,,,,,,
147,DimNode 115,3D9950A9-C602-462A-A0B5-39044E919C63,62F09A7F-AD23-450A-BD41-CFEBA9FAE2D0,"0""",0.00,0.38,-8.7,Dim Node 115,0.37,-8.7,0.0,0.38,-8.69,0.0,,,,,,
148,DimNode 116,3D9950A9-C602-462A-A0B5-39044E919C63,FACFC89B-F17C-4FCF-8DA3-B3F0BCAFE819,"15'-0 3/4""",4.59,-0.11,-4.13,Dim Node 116,-0.12,-4.14,0.0,-0.11,-4.13,0.0,,,,,,
149,Dimension,3D9950A9-C602-462A-A0B5-39044E919C63,,,4.59,,,Dim 33,-0.19,-8.76,-0.79,0.45,-4.07,-0.79,,,,,,
150,DimNode 117,D57B0C79-8131-459F-8FE9-1338A5236AF5,191C3C1F-96FF-4132-AAE5-439824594087,"0""",0.00,-5.67,-4.82,Dim Node 117,-5.68,-4.83,0.0,-5.67,-4.82,0.0,,,,,,
151,DimNode 118,D57B0C79-8131-459F-8FE9-1338A5236AF5,FACFC89B-F17C-4FCF-8DA3-B3F0BCAFE819,"14'-9 1/4""",4.50,-1.42,-3.35,Dim Node 118,-1.42,-3.35,0.0,-1.41,-3.34,0.0,,,,,,
152,Dimension,D57B0C79-8131-459F-8FE9-1338A5236AF5,,,4.50,,,Dim 34,-5.75,-4.89,-0.79,-1.34,-3.29,-0.79,,,,,,
153,DimNode 119,9E90516E-A90B-4711-BD7C-76BE19D439F5,191C3C1F-96FF-4132-AAE5-439824594087,"0""",0.00,-4.89,-4.99,Dim Node 119,-4.89,-4.99,0.0,-4.88,-4.98,0.0,,,,,,
154,DimNode 120,9E90516E-A90B-4711-BD7C-76BE19D439F5,62F09A7F-AD23-450A-BD41-CFEBA9FAE2D0,"18'-6 25/32""",5.66,-0.15,-8.08,Dim Node 120,-0.15,-8.08,0.0,-0.14,-8.07,0.0,,,,,,
155,Dimension,9E90516E-A90B-4711-BD7C-76BE19D439F5,,,5.66,,,Dim 35,-4.97,-8.14,-0.79,-0.07,-4.93,-0.79,,,,,,
156,DimNode 121,DBCCEF1C-DC2D-4507-9715-E7FFC36F8D1A,7490D6BA-A040-4A0C-86F6-E30BB4D0D165,"0""",0.00,-1.49,7.04,Dim Node 121,-1.5,7.04,0.0,-1.49,7.05,0.0,,,,,,
157,DimNode 122,DBCCEF1C-DC2D-4507-9715-E7FFC36F8D1A,00000000-0000-0000-0000-000000000000,"11'-10 41/64""",3.62,-1.49,10.67,Dim Node 122,-1.5,10.66,0.0,-1.49,10.67,0.0,,,,,,
158,Dimension,DBCCEF1C-DC2D-4507-9715-E7FFC36F8D1A,,,3.62,,,Dim 36,-1.57,6.98,-0.79,-1.42,10.73,-0.79,,,,,,
159,DimNode 123,DC07B881-3C5B-4382-A8C6-035217226EDD,00000000-0000-0000-0000-000000000000,"0""",0.00,-4.06,-3.46,Dim Node 123,-4.07,-3.46,0.0,-4.06,-3.45,0.0,,,,,,
160,DimNode 124,DC07B881-3C5B-4382-A8C6-035217226EDD,1FE21A7B-015F-4F3E-8AB7-008FD77E1B88,"1'-4""",0.41,-3.66,-3.42,Dim Node 124,-3.66,-3.42,0.0,-3.65,-3.41,0.0,,,,,,
161,Dimension,DC07B881-3C5B-4382-A8C6-035217226EDD,,,0.41,,,Dim 37,-4.14,-3.52,0.0,-3.58,-3.36,0.0,,,,,,
162,DimNode 125,5E443B38-F19D-4DDA-95F4-758036F8DE0F,F347748D-9D29-4A86-9077-DCE924B5B3A7,"0""",0.00,1.27,-2.32,Dim Node 125,1.26,-2.32,0.0,1.27,-2.31,0.0,,,,,,
163,DimNode 126,5E443B38-F19D-4DDA-95F4-758036F8DE0F,FF86A72D-1DE7-4D05-B264-2FCAB27C78EB,"1'-2""",0.36,1.6,-2.2,Dim Node 126,1.6,-2.21,0.0,1.61,-2.2,0.0,,,,,,
164,Dimension,5E443B38-F19D-4DDA-95F4-758036F8DE0F,,,0.36,,,Dim 38,1.19,-2.38,0.0,1.68,-2.14,0.0,,,,,,
165,DimNode 127,1398DCE7-395A-43CC-881E-6837DA6BFDC1,5D8B0787-3E84-436E-AF8C-A8FA6FD28682,"0""",0.00,2.47,-2.12,Dim Node 127,2.47,-2.12,0.0,2.48,-2.11,0.0,,,,,,
166,DimNode 128,1398DCE7-395A-43CC-881E-6837DA6BFDC1,7ACFE1E4-B13E-43F6-A40A-E5B9DA01CB16,"1'-6""",0.46,2.91,-1.97,Dim Node 128,2.9,-1.97,0.0,2.91,-1.96,0.0,,,,,,
167,Dimension,1398DCE7-395A-43CC-881E-6837DA6BFDC1,,,0.46,,,Dim 39,2.4,-2.18,0.0,2.98,-1.91,0.0,,,,,,
168,DimNode 129,1E348B2F-BD3C-4F40-9961-2888176691B4,D9094109-8C47-4C9F-AC68-63017C25F1CD,"0""",0.00,-0.31,-2.13,Dim Node 129,-0.32,-2.13,0.0,-0.31,-2.12,0.0,,,,,,
169,DimNode 130,1E348B2F-BD3C-4F40-9961-2888176691B4,1FCF2679-E0A8-426A-B328-603635A36D43,"1'-0""",0.30,-0.06,-2.29,Dim Node 130,-0.06,-2.3,0.0,-0.05,-2.29,0.0,,,,,,
170,Dimension,1E348B2F-BD3C-4F40-9961-2888176691B4,,,0.30,,,Dim 40,-0.39,-2.35,0.0,0.02,-2.07,0.0,,,,,,
171,DimNode 131,6041D4DC-90CE-4F3F-951C-3D5D62820CB3,00000000-0000-0000-0000-000000000000,"0""",0.00,-0.17,6.37,Dim Node 131,-0.18,6.37,0.0,-0.17,6.38,0.0,,,,,,
172,DimNode 132,6041D4DC-90CE-4F3F-951C-3D5D62820CB3,00000000-0000-0000-0000-000000000000,"1'-0""",0.30,0.13,6.37,Dim Node 132,0.13,6.37,0.0,0.14,6.38,0.0,,,,,,
173,Dimension,6041D4DC-90CE-4F3F-951C-3D5D62820CB3,,,0.30,,,Dim 41,-0.25,6.31,0.0,0.21,6.43,0.0,,,,,,
174,DimNode 133,4A4834A3-9F7A-4E69-8BFA-3CD8D3752EA6,01AC84DF-7D33-44E4-93E5-FF53E4939BBC,"0""",0.00,-1.13,8.26,Dim Node 133,-1.14,8.26,0.0,-1.13,8.27,0.0,,,,,,
175,DimNode 134,4A4834A3-9F7A-4E69-8BFA-3CD8D3752EA6,54C5955D-D73B-4144-98B1-0F781EC082E8,"4'-0""",1.22,-1.13,9.48,Dim Node 134,-1.14,9.48,0.0,-1.13,9.49,0.0,,,,,,
176,Dimension,4A4834A3-9F7A-4E69-8BFA-3CD8D3752EA6,,,1.22,,,Dim 42,-1.21,8.2,0.0,-1.06,9.54,0.0,,,,,,
177,DimNode 135,D6467260-B167-40C1-BEA8-477E0EA48EF1,B641AA9A-C833-4A12-9581-D5C5F2140260,"0""",0.00,-1.48,3.54,Dim Node 135,-1.48,3.54,0.0,-1.47,3.55,0.0,,,,,,
178,DimNode 136,D6467260-B167-40C1-BEA8-477E0EA48EF1,9241BD19-DED0-4EC6-B438-67F828E61B2A,"16'-9""",5.11,-6.56,3.06,Dim Node 136,-6.57,3.05,0.0,-6.56,3.06,0.0,,,,,,
179,Dimension,D6467260-B167-40C1-BEA8-477E0EA48EF1,,,5.11,,,Dim 43,-6.64,3.0,0.0,-1.4,3.6,0.0,,,,,,
180,DimNode 137,A9D9E018-C1DD-4B27-80FC-D4B9BA7F2B95,E9ED01FE-E70C-4374-BFBD-BACEFCE984BF,"0""",0.00,-1.69,3.68,Dim Node 137,-1.69,3.67,0.0,-1.68,3.68,0.0,,,,,,
181,DimNode 138,A9D9E018-C1DD-4B27-80FC-D4B9BA7F2B95,CCBE64BB-4F99-400D-B97F-FFC8609589AB,"22'-11 13/64""",6.99,-1.69,10.67,Dim Node 138,-1.69,10.66,0.0,-1.68,10.67,0.0,,,,,,
182,Dimension,A9D9E018-C1DD-4B27-80FC-D4B9BA7F2B95,,,6.99,,,Dim 44,-1.77,3.62,0.0,-1.61,10.73,0.0,,,,,,
183,Wall,34129BF2-A21B-134C-BAC1-4CDE4918D2F1,,,6.10,,,"8"" CONCRETE RETAINING WALL",2.13,12.06,-2.01,2.34,18.16,-0.8,0.20,1.21,1.0,,,
184,Wall,014C05B9-CF8D-8B41-A988-7E349E6F0B4E,,,5.82,,,"8"" CONCRETE RETAINING WALL",-3.49,17.97,-2.36,2.32,18.17,-1.14,0.20,1.22,1.0,,,
185,Wall,2C1B51BF-B3F0-B04C-8019-67B42F18E0B4,,,2.59,,,"8"" CONCRETE RETAINING WALL",-5.51,17.97,-2.36,-3.49,19.99,-1.14,0.20,1.22,0.0,,,
186,Wall,61C921F5-EDBC-B44E-8FD0-4A5BE9001BC3,,,0.94,,,"8"" CONCRETE RETAINING WALL",-5.51,19.99,-2.36,-5.31,20.93,-1.14,0.20,1.22,1.0,,,
187,Wall,F8098720-1753-7542-A96B-575B27C96584,,,3.66,,,"8"" CONCRETE RETAINING WALL",-8.98,20.74,-2.36,-5.32,20.94,-1.14,0.20,1.22,1.0,,,
188,Wall,0C84C426-3585-8545-948D-BF5E24823619,,,13.11,,,"8"" CONCRETE RETAINING WALL",-8.98,7.82,-2.36,-8.78,20.93,-0.8,0.20,1.56,1.0,,,
189,Wall,0D6E2B26-D6AC-C84C-9A8D-C8396610289A,,,3.64,,,"8"" CONCRETE RETAINING WALL",-8.97,7.81,-2.36,-5.32,8.01,-0.8,0.20,1.56,1.0,,,
190,Wall,7EA65EF5-D16D-7349-9C64-413591A76B6D,,,2.41,,,"8"" CONCRETE RETAINING WALL",-5.51,7.82,-2.36,-5.31,10.24,-0.8,0.20,1.56,0.0,,,
191,Wall,D46C1C18-DECE-E246-AC33-849075B0067D,,,2.59,,,"8"" CONCRETE RETAINING WALL",-5.51,10.24,-2.02,-3.49,12.25,-0.8,0.20,1.22,1.0,,,
192,Wall,F0035315-EABA-2C47-9801-C10B974ECCF7,,,2.53,,,Wall-013,-27.44,4.93,0.0,-24.92,5.03,2.44,0.10,2.44,1.0,,,
193,Wall,07D5C99B-1B98-EE46-91A5-33FABE798A3A,,,1.75,,,Wall-015,-27.44,4.93,0.0,-27.34,6.68,2.44,0.10,2.44,0.0,C97DF2E9-8C0B-3E44-AFB6-83DCA478725E,,
194,Wall,92FD39D6-0E0A-E64C-9BE7-22BA6E301096,,,2.53,,,Wall-015,-27.44,6.58,0.0,-24.92,6.68,2.44,0.10,2.44,1.0,3F961426-5E9D-804C-AB38-F19F96814A30,,
195,Wall,DFD6223F-76F6-FC45-BCE2-C2869A5A6DE3,,,2.67,,,"8"" CONCRETE RETAINING WALL",-3.49,12.05,-2.36,-0.83,12.25,-0.8,0.20,1.56,1.0,,,
196,Wall,7513D687-86AE-2B4C-B255-4885ECCCA91C,,,5.16,,,"2X4 INTERIOR WALL W/ 1/2"" GYP.",-26.76,-4.67,0.0,-21.6,-4.57,3.05,0.10,3.05,0.0,"90F635DE-0144-CB42-8D96-18D99C0563D5, 4D7C42AF-61BA-9748-B7AB-F1593E51A775, 11116BE9-1667-F145-A034-4FBA46FE90F4, 1E129B0C-77F1-1547-B368-2ECC57A3BC47",,
197,Wall,84FC47EB-8A0F-1A4C-96FA-E2FD742851E5,,,5.16,,,"2X6 INTERIOR WALL W/ 1/2"" GYP.",-26.76,-7.13,0.0,-21.6,-6.97,3.05,0.17,3.05,0.0,3C061BCB-6D63-0F46-B029-16B0E60232B9,,
198,Wall,E1B30C70-5F0F-F545-9852-FA405D01BB3C,,,6.38,,,"6.5"" SIPS EXTERIOR WALL",-26.76,-3.02,0.0,-20.38,-2.85,3.05,0.17,3.05,1.0,B8D61A71-DD61-464F-AC2D-2B4721BE4FE9,,
199,Wall,8B194AF1-2C1B-7F4F-8A2F-54C5E0F53049,,,1.32,,,"8"" SIPS EXTERIOR WALL",-20.55,-4.17,0.0,-20.38,-2.85,3.05,0.17,3.05,1.0,,,
200,Wall,3AC6FF87-6282-364F-A105-D5D536DF44CA,,,2.44,,,"8"" SIPS EXTERIOR WALL",-23.41,-3.59,0.0,-20.97,-3.42,3.05,0.17,3.05,0.0,,,
201,Wall,A7E22F49-E854-AC4B-82EB-FB557468E84B,,,2.53,,,Wall-013,-27.44,4.93,0.0,-24.92,5.03,2.44,0.10,2.44,0.0,,,
202,Wall,0F52A8A4-723D-904C-AB36-EE73BF630DBF,,,1.75,,,Wall-015,-27.44,4.93,0.0,-27.34,6.68,2.44,0.10,2.44,0.0,D6782422-DD65-104A-8CE4-3FCCFD07B36A,,
203,Wall,CBC4C491-1B6C-3347-99F4-F715C07BEACF,,,2.53,,,Wall-015,-27.44,6.58,0.0,-24.92,6.68,2.44,0.10,2.44,0.0,D3F98B8B-A447-A341-8ABE-43CE8398B43B,,
204,Wall,163E7C7F-B4D1-E548-B837-A1ED927B660A,,,5.16,,,"2X4 INTERIOR FURRING WALL W/ 1/2"" GYP.",-26.76,-5.8,0.0,-21.6,-5.7,3.05,0.10,3.05,0.0,,,
205,Wall,822D14C5-889C-4213-BBC4-8A4D3C3CA390,,,4.94,,,"6.3"" SIPS EXTERIOR WALL",0.57,-3.33,2.74,5.28,-1.5,4.27,0.17,1.52,0.0,,,
206,Wall,87AF9177-0384-49E3-B6C9-CF24ADE4D9B4,,,4.94,,,"6.3"" SIPS EXTERIOR WALL",0.28,-2.27,2.74,5.14,-1.05,4.27,0.17,1.52,0.0,,,
207,Wall,E15E45E1-0EC0-4896-A30F-5827D8B0CD5F,,,5.11,,,"6.3"" SIPS EXTERIOR WALL",-0.97,-2.14,2.74,0.28,2.88,4.27,0.17,1.52,0.0,,,
208,Wall,83200B85-825E-4B49-AC3F-7BE24BDC8A12,,,5.11,,,"6.3"" SIPS EXTERIOR WALL",-1.41,-2.3,3.05,-0.82,2.8,4.27,0.17,1.22,0.0,,,
209,Wall,D530B097-29BD-42DF-99F0-6E3792B6EDE7,,,0.30,,,"6.5"" SIPS EXTERIOR WALL",-1.23,2.6,4.27,-0.93,2.7,4.58,0.05,0.32,0.0,,,
210,Wall,937144F7-7682-46A3-BD91-E397CCCD4B4B,,,5.11,,,"6.6"" SIPS EXTERIOR WALL",-0.98,-2.31,4.27,0.15,2.7,4.58,0.05,0.32,0.0,,,
211,Wall,9673C5F9-001B-4AA8-96D6-FFF518251CFB,,,5.11,,,"6.7"" SIPS EXTERIOR WALL",0.15,-2.35,4.27,5.16,-1.21,4.58,0.05,0.32,0.0,,,
212,Wall,9A16D21B-377B-475B-A6ED-A5DC524DD7B7,,,0.30,,,"6.8"" SIPS EXTERIOR WALL",5.1,-1.51,4.27,5.23,-1.21,4.58,0.05,0.32,0.0,,,
213,Wall,59C8AAD2-DFAF-4996-BE15-D6F717F3B872,,,4.87,,,"6.9"" SIPS EXTERIOR WALL",0.63,-3.15,4.27,5.23,-1.45,4.58,0.05,0.32,0.0,,,
214,Wall,8C7247E2-1501-4143-85B1-0F6108189B17,,,1.75,,,"6.0"" SIPS EXTERIOR WALL",-0.82,-3.15,4.27,0.68,-2.16,4.58,0.05,0.32,0.0,,,
215,Wall,089E2458-0A68-49F5-B835-E64F96B1274F,,,4.87,,,"6.1"" SIPS EXTERIOR WALL",-1.23,-2.2,4.27,-0.77,2.66,4.58,0.05,0.32,0.0,,,
216,Wall,E799D314-3469-473D-AB95-A8443E3FC72D,,,1.70,,,"6.2"" SIPS EXTERIOR WALL",-6.91,-3.61,3.26,-5.53,-2.45,3.42,0.10,0.15,0.0,,,
217,Wall,AB059D00-9F49-45DD-B6A1-5ACD602701E4,,,4.95,,,"6.3"" SIPS EXTERIOR WALL",-6.95,-2.53,3.26,-6.81,2.42,3.42,0.10,0.15,0.0,,,
218,Wall,06FC1D4D-41D4-4087-A85C-CE81227CBD38,,,5.55,,,"6.4"" SIPS EXTERIOR WALL",-6.95,2.31,3.26,-1.41,2.94,3.42,0.10,0.15,0.0,,,
219,Wall,F3FB0681-26ED-4316-AF9B-8925A70C1659,,,5.26,,,"6.5"" SIPS EXTERIOR WALL",4.2,-1.01,2.96,5.42,4.15,3.11,0.10,0.15,0.0,,,
220,Wall,BDFAA4C3-A20A-4A77-9BF1-0AFFFF2962DD,,,5.26,,,"6.6"" SIPS EXTERIOR WALL",-0.84,2.93,2.96,4.32,4.15,3.11,0.10,0.15,0.0,,,
221,Wall,4E8DB429-853B-496D-B709-D2A4298AB52D,,,4.95,,,"6.7"" SIPS EXTERIOR WALL",2.84,-8.82,2.96,7.4,-6.7,3.11,0.10,0.15,0.0,,,
222,Wall,2DECE46D-A0F6-4859-9036-52D8775FFCEF,,,1.70,,,"6.8"" SIPS EXTERIOR WALL",1.35,-8.82,2.96,2.92,-7.99,3.11,0.10,0.15,0.0,,,
223,Wall,B62F0261-BC9B-4B17-B17F-6C00E525E8A9,,,4.80,,,"6.9"" SIPS EXTERIOR WALL",0.18,-8.08,2.96,1.45,-3.4,3.11,0.10,0.15,0.0,,,
224,Wall,7FA3E4C2-013F-4B11-BCB9-9062D24A00D2,,,5.55,,,"6.0"" SIPS EXTERIOR WALL",5.48,-6.83,2.96,7.4,-1.55,3.11,0.10,0.15,0.0,,,
225,Wall,FACA51CB-4929-4580-B0C9-81D8C10A1DE2,,,4.80,,,"6.2"" SIPS EXTERIOR WALL",-5.62,-3.61,3.26,-0.88,-2.65,3.42,0.10,0.15,0.0,,,
226,Wall,9BCCBF0F-B716-4FB1-AE65-29E39A763F81,,,0.41,,,"6.2"" SIPS EXTERIOR WALL",-1.02,-2.76,3.26,-0.88,-2.34,3.42,0.10,0.15,0.0,,,
227,Wall,8E697ED7-38F4-4830-85A9-33959B1D4F3F,,,0.23,,,"6.4"" SIPS EXTERIOR WALL",-1.52,2.7,3.26,-1.4,2.94,3.42,0.10,0.15,0.0,,,
228,Wall,1C86626D-B48F-4FAD-9C40-E334B37294A0,,,0.06,,,"6.0"" SIPS EXTERIOR WALL",0.61,-3.33,-1.22,0.78,-3.22,-0.83,0.17,0.39,0.0,,,
229,Wall,57CB7471-6EA6-4F3D-A994-EB2B054C28CC,,,0.41,,,"6.9"" SIPS EXTERIOR WALL",0.18,-3.52,2.96,0.6,-3.29,3.11,0.10,0.15,0.0,,,
230,Wall,834A231B-A751-441A-9889-6212D93531CD,,,0.32,,,"6.0"" SIPS EXTERIOR WALL",5.28,-1.76,2.96,5.61,-1.55,3.11,0.10,0.15,0.0,,,
231,Wall,A294B73A-DCBB-4F6B-A6C8-802DCAC46DC9,,,0.32,,,"6.1"" SIPS EXTERIOR WALL",5.09,-1.05,2.96,5.42,-0.89,3.11,0.10,0.15,0.0,,,
232,Wall,C0599760-4291-4431-B78B-E2DC312E78AE,,,0.22,,,"6.6"" SIPS EXTERIOR WALL",-0.84,2.82,2.96,-0.69,3.05,3.11,0.10,0.15,0.0,,,
233,Wall,28A9C6B1-021C-46F2-AAF9-C36ACB58922A,,,0.01,,,"6.5"" SIPS EXTERIOR WALL",-1.41,2.63,0.0,-1.37,2.79,3.05,0.17,3.05,0.0,,,
234,Wall,1F4F50C8-8CFD-4721-8714-2383F5C9EFE5,,,0.01,,,"6.5"" SIPS EXTERIOR WALL",-1.41,2.63,-0.61,-1.38,2.79,4.27,0.17,4.88,0.0,,,
235,Wall,1A05ADFC-3AA5-4028-97F5-E37B7D074358,,,0.62,,,"6.4"" SIPS EXTERIOR WALL",-1.15,-2.31,-0.83,-0.92,-1.67,-0.22,0.17,0.61,0.0,,,
236,Wall,30907ED7-D04E-4BDE-A1D8-4E5B94F7C6A4,,,0.00,,,"6.9"" SIPS EXTERIOR WALL",5.11,-1.05,-0.61,5.27,-1.01,2.74,0.17,3.35,0.0,,,
237,Wall,508BC1B2-9AAB-41A9-BE3B-A537DF104876,,,0.01,,,"6.9"" SIPS EXTERIOR WALL",5.28,-1.66,-0.61,5.44,-1.6,4.36,0.17,4.97,0.0,,,
238,Wall,7E69AE8A-0C9A-4D75-BF81-B8E09FA612AB,,,0.28,,,"6.1"" SIPS EXTERIOR WALL",0.95,-3.13,-1.44,1.2,-2.81,-0.83,0.17,0.61,0.0,,,
239,Wall,F962B384-D82F-4104-96B1-54F5B43CC64A,,,0.28,,,"6.0"" SIPS EXTERIOR WALL",2.07,-2.74,-1.44,2.31,-2.42,-0.83,0.17,0.61,0.0,,,
240,Wall,99DFC3A6-B900-4C6E-91A8-CB644D35A3D4,,,5.11,,,"6.1"" SIPS EXTERIOR WALL",2.23,-8.1,-1.22,7.11,-6.27,4.22,0.17,5.44,0.0,,,
241,Wall,E28ACDDB-1555-487A-AF1D-48E1DD051A1C,,,0.53,,,"6.9"" SIPS EXTERIOR WALL",2.3,0.88,-0.61,2.83,1.02,0.32,0.02,0.93,0.0,,,
242,Wall,6A63EEAD-F021-4C2E-BC5B-D5EADCEC7A09,,,1.68,,,"6.0"" SIPS EXTERIOR WALL",1.95,0.88,-0.61,2.33,2.53,0.32,0.02,0.93,0.0,,,
